FID,siteID,xcoord,ycoord,panel,Latitude,Longitude
278,Pt-1279,526199.264469000045210,4895149.353509999811649,OverSamp,44.209095769999998,44.209095769999998
279,Pt-1280,469796.714691000001039,4915964.251659999601543,OverSamp,44.396333980000001,44.396333980000001
280,Pt-1281,578012.147164999973029,4942770.538340000435710,OverSamp,44.634056930000000,44.634056930000000
281,Pt-1282,531994.390722000040114,4917959.713059999980032,OverSamp,44.414221529999999,44.414221529999999
282,Pt-1283,482399.378314999979921,4867915.585210000164807,OverSamp,43.964160069999998,43.964160069999998
283,Pt-1284,624584.096288000000641,4968802.610150000080466,OverSamp,44.861753020000002,44.861753020000002
284,Pt-1285,599494.658514000009745,4980257.099729999899864,OverSamp,44.968785230000002,44.968785230000002
285,Pt-1286,561219.347717000055127,4928665.799770000390708,OverSamp,44.508716120000003,44.508716120000003
286,Pt-1287,529467.841693000053056,4900053.638199999928474,OverSamp,44.253124069999998,44.253124069999998
287,Pt-1288,478243.673408999980893,4937148.147929999977350,OverSamp,44.587347649999998,44.587347649999998
288,Pt-1289,628779.925774000003003,4995756.876779999583960,OverSamp,45.103549800000003,45.103549800000003
289,Pt-1290,570741.192173999967054,4949567.853260000236332,OverSamp,44.695994669999997,44.695994669999997
290,Pt-1291,637372.281824999954551,4985208.292829999700189,OverSamp,45.007019939999999,45.007019939999999
291,Pt-1292,538633.792627000017092,4963328.818760000169277,OverSamp,44.822319720000003,44.822319720000003
292,Pt-1293,474805.751837000017986,4885712.305169999599457,OverSamp,44.124168410000003,44.124168410000003
293,Pt-1294,639896.084211000008509,4955904.098799999803305,OverSamp,44.742852929999998,44.742852929999998
294,Pt-1295,474028.510486999992281,4899173.539180000312626,OverSamp,44.245333680000002,44.245333680000002
295,Pt-1296,439750.301394000009168,4961840.388419999741018,OverSamp,44.807424599999997,44.807424599999997
296,Pt-1297,586532.115727999946102,4928599.536390000022948,OverSamp,44.505528540000000,44.505528540000000
297,Pt-1298,508476.892162000003736,4931196.412270000204444,OverSamp,44.534045460000002,44.534045460000002
298,Pt-1299,457627.609501999977510,4888545.920810000039637,OverSamp,44.148885659999998,44.148885659999998
299,Pt-1300,641761.968102999962866,4980135.725610000081360,OverSamp,44.960515809999997,44.960515809999997
300,Pt-1301,591430.878036999958567,4950084.464530000463128,OverSamp,44.698304729999997,44.698304729999997
301,Pt-1302,564193.831743999966420,4932633.967939999885857,OverSamp,44.544178240000001,44.544178240000001
302,Pt-1303,519743.964212000020780,4912160.490600000135601,OverSamp,44.362449949999998,44.362449949999998
303,Pt-1304,601172.106466999975964,4958518.040249999612570,OverSamp,44.772899369999998,44.772899369999998
304,Pt-1305,445299.581783999979962,4943580.452329999767244,OverSamp,44.643500600000003,44.643500600000003
305,Pt-1306,536089.454984999960288,4933640.990450000390410,OverSamp,44.555199060000000,44.555199060000000
306,Pt-1307,424026.421570000005886,4864942.820009999908507,OverSamp,43.933684649999996,43.933684649999996
307,Pt-1308,566366.846880999975838,4976559.039839999750257,OverSamp,44.939367290000000,44.939367290000000
308,Pt-1309,649785.510899999993853,4983988.382349999621511,OverSamp,44.993532119999998,44.993532119999998
309,Pt-1310,516148.161017999984324,4953385.323130000382662,OverSamp,44.733669010000000,44.733669010000000
310,Pt-1311,494110.178783999988809,4895267.437020000070333,OverSamp,44.210605790000002,44.210605790000002
311,Pt-1312,624638.070727000012994,4952735.189969999715686,OverSamp,44.717155269999999,44.717155269999999
312,Pt-1313,621883.923957000020891,4947206.348120000213385,OverSamp,44.667874110000000,44.667874110000000
313,Pt-1314,522806.292140999983530,4936539.965459999628365,OverSamp,44.581840000000000,44.581840000000000
314,Pt-1315,580960.313387000001967,4939116.219309999607503,OverSamp,44.600837890000001,44.600837890000001
315,Pt-1316,531712.801511000026949,4929601.672340000048280,OverSamp,44.519041270000002,44.519041270000002
316,Pt-1317,490437.084245999983978,4883716.422070000320673,OverSamp,44.106570320000003,44.106570320000003
317,Pt-1318,613224.475120999966748,4968485.630490000359714,OverSamp,44.860795070000002,44.860795070000002
318,Pt-1319,602611.568302000057884,4984445.668619999662042,OverSamp,45.006037300000003,45.006037300000003
319,Pt-1320,540369.693990999949165,4932130.576279999688268,OverSamp,44.541374759999997,44.541374759999997
320,Pt-1321,552844.400534000014886,4911991.442959999665618,OverSamp,44.359271829999997,44.359271829999997
321,Pt-1322,469925.725231999997050,4933442.678229999728501,OverSamp,44.553689960000000,44.553689960000000
322,Pt-1323,605988.280996000044979,4944722.234980000182986,OverSamp,44.648040530000003,44.648040530000003
323,Pt-1324,527465.734829999972135,4991058.925239999778569,OverSamp,45.072458869999998,45.072458869999998
324,Pt-1325,630241.899208000046201,4986608.731320000253618,OverSamp,45.020966330000000,45.020966330000000
325,Pt-1326,552578.820244999951683,4966100.624789999797940,OverSamp,44.846379429999999,44.846379429999999
326,Pt-1327,473146.816073999973014,4894009.113810000009835,OverSamp,44.198806370000000,44.198806370000000
327,Pt-1328,632252.123948000022210,4955437.226470000110567,OverSamp,44.740104740000000,44.740104740000000
328,Pt-1329,599505.954692000057548,4954600.319160000421107,OverSamp,44.737873100000002,44.737873100000002
329,Pt-1330,550227.250977999996394,4932588.832929999567568,OverSamp,44.544880560000003,44.544880560000003
330,Pt-1331,586786.551001999992877,4946708.533119999803603,OverSamp,44.668495960000001,44.668495960000001
331,Pt-1332,520082.283655999985058,4934192.022060000337660,OverSamp,44.560783749999999,44.560783749999999
332,Pt-1333,464634.155565999972168,4911027.046749999746680,OverSamp,44.351652440000002,44.351652440000002
333,Pt-1334,644725.920500000007451,4979525.030609999783337,OverSamp,44.954423630000001,44.954423630000001
334,Pt-1335,583516.612272999947891,4952717.152479999698699,OverSamp,44.722966820000003,44.722966820000003
335,Pt-1336,571884.990248000016436,4940436.407519999891520,OverSamp,44.613685619999998,44.613685619999998
336,Pt-1337,533271.209527999977581,4904150.066530000418425,OverSamp,44.289839690000001,44.289839690000001
337,Pt-1338,465533.350742999988142,4928229.128870000131428,OverSamp,44.506558710000000,44.506558710000000
338,Pt-1339,585199.382547999965027,4939779.203339999541640,OverSamp,44.606315819999999,44.606315819999999
339,Pt-1340,532623.966289000003599,4913532.144430000334978,OverSamp,44.374333559999997,44.374333559999997
340,Pt-1341,437903.894831000012346,4879060.705380000174046,OverSamp,44.062084929999997,44.062084929999997
341,Pt-1342,658755.914603000041097,4974642.281430000439286,OverSamp,44.907500650000003,44.907500650000003
342,Pt-1343,631975.431786000030115,4971556.752829999662936,OverSamp,44.885205710000001,44.885205710000001
343,Pt-1344,555980.815882000024430,4923150.769190000370145,OverSamp,44.459494860000000,44.459494860000000
344,Pt-1345,501031.461674000020139,4909453.623049999587238,OverSamp,44.338348150000002,44.338348150000002
345,Pt-1346,620180.054698999971151,4949740.845619999803603,OverSamp,44.690970080000000,44.690970080000000
346,Pt-1347,612325.973592999973334,4945065.029529999941587,OverSamp,44.650162379999998,44.650162379999998
347,Pt-1348,535488.756981999962591,4946947.864190000109375,OverSamp,44.675020850000003,44.675020850000003
348,Pt-1349,613253.977229999960400,4988220.875959999859333,OverSamp,45.038391339999997,45.038391339999997
349,Pt-1350,564739.391963999951258,4951406.941829999908805,OverSamp,44.713116239999998,44.713116239999998
350,Pt-1351,579611.621806000010110,4966398.379399999976158,OverSamp,44.846554500000003,44.846554500000003
351,Pt-1352,539113.875954000046477,4926739.052090000361204,OverSamp,44.492907559999999,44.492907559999999
352,Pt-1353,598437.748616000055335,4969421.462539999745786,OverSamp,44.871412659999997,44.871412659999997
353,Pt-1354,546581.239699000027031,4932233.130939999595284,OverSamp,44.541923330000003,44.541923330000003
354,Pt-1355,547972.333648000028916,4907259.895279999822378,OverSamp,44.317014749999998,44.317014749999998
355,Pt-1356,496784.927150000003166,4927867.965780000202358,OverSamp,44.504123159999999,44.504123159999999
356,Pt-1357,608694.267292000004090,4940054.804320000112057,OverSamp,44.605629520000001,44.605629520000001
357,Pt-1358,551348.528033999959007,4995573.087810000404716,OverSamp,45.111761829999999,45.111761829999999
358,Pt-1359,644656.082780000055209,5001168.046199999749660,OverSamp,45.149164620000001,45.149164620000001
359,Pt-1360,551049.619525999994949,4964726.573979999870062,OverSamp,44.834121860000003,44.834121860000003
360,Pt-1361,479937.939043999998830,4886600.574559999629855,OverSamp,44.132324490000002,44.132324490000002
361,Pt-1362,637857.023504000040703,4952332.486790000461042,OverSamp,44.711110419999997,44.711110419999997
362,Pt-1363,597143.213437000056729,4951684.287480000406504,OverSamp,44.711952429999997,44.711952429999997
363,Pt-1364,545402.867989000049420,4941324.972780000418425,OverSamp,44.623844530000000,44.623844530000000
364,Pt-1365,417184.231851999997161,4869827.637299999594688,OverSamp,43.976920470000003,43.976920470000003
365,Pt-1366,466950.711421000014525,4972615.515340000391006,OverSamp,44.906198040000000,44.906198040000000
366,Pt-1367,600380.974204999976791,4993590.317730000242591,OverSamp,45.088654839999997,45.088654839999997
367,Pt-1368,528067.170473000034690,4956116.657279999926686,OverSamp,44.757888899999998,44.757888899999998
368,Pt-1369,578609.876425000024028,4952434.815010000020266,OverSamp,44.720980769999997,44.720980769999997
369,Pt-1370,571059.520241999998689,4932284.401469999924302,OverSamp,44.540387420000002,44.540387420000002
370,Pt-1371,531550.765384000027552,4910184.755909999832511,OverSamp,44.344245440000002,44.344245440000002
371,Pt-1372,475369.624196999997366,4916554.081650000065565,OverSamp,44.401854980000003,44.401854980000003
372,Pt-1373,579651.994106000056490,4942632.361360000446439,OverSamp,44.632633269999999,44.632633269999999
373,Pt-1374,537415.599274000036530,4918313.824730000458658,OverSamp,44.417149569999999,44.417149569999999
374,Pt-1375,445529.400515999994241,4897311.785469999536872,OverSamp,44.226999309999997,44.226999309999997
375,Pt-1376,643668.104723999975249,4975997.865829999558628,OverSamp,44.922902700000002,44.922902700000002
376,Pt-1377,610678.402093000011519,4973619.205099999904633,OverSamp,44.907394040000000,44.907394040000000
377,Pt-1378,558800.980076999985613,4919017.081399999558926,OverSamp,44.422059249999997,44.422059249999997
378,Pt-1379,615510.174685999983922,4946492.841210000216961,OverSamp,44.662506970000003,44.662506970000003
379,Pt-1380,513605.542790999985300,4930445.720150000415742,OverSamp,44.527208709999996,44.527208709999996
380,Pt-1381,616142.614758000010625,4990562.282340000383556,OverSamp,45.058993739999998,45.058993739999998
381,Pt-1382,567778.849755999981426,4954247.523909999988973,OverSamp,44.738404279999997,44.738404279999997
382,Pt-1383,589694.145360999973491,4960885.747899999842048,OverSamp,44.795741759999999,44.795741759999999
383,Pt-1384,542330.712921999976970,4921333.747299999929965,OverSamp,44.444065530000003,44.444065530000003
384,Pt-1385,476852.057611999975052,4902378.353779999539256,OverSamp,44.274281799999997,44.274281799999997
385,Pt-1386,420065.528214999998454,4915635.990840000100434,OverSamp,44.389599150000002,44.389599150000002
386,Pt-1387,545561.369716000044718,4906208.020410000346601,OverSamp,44.307700390000001,44.307700390000001
387,Pt-1388,581419.590525000006892,4929393.947680000215769,OverSamp,44.513274090000003,44.513274090000003
388,Pt-1389,487421.480669000011403,4921815.178220000118017,OverSamp,44.449529159999997,44.449529159999997
389,Pt-1390,515897.790304000023752,4946317.862820000387728,OverSamp,44.670050910000000,44.670050910000000
390,Pt-1391,605069.940597999957390,4940052.823029999621212,OverSamp,44.606150260000000,44.606150260000000
391,Pt-1392,565203.634259999962524,5000889.564229999668896,OverSamp,45.158471730000002,45.158471730000002
392,Pt-1393,433259.055554000020493,4874603.598330000415444,OverSamp,44.021551610000003,44.021551610000003
393,Pt-1394,597010.488959999987856,4941400.932699999772012,OverSamp,44.619416110000003,44.619416110000003
394,Pt-1395,493109.472782000026200,4885698.072900000028312,OverSamp,44.124441789999999,44.124441789999999
395,Pt-1396,641705.442994000040926,4952565.968109999783337,OverSamp,44.712460700000001,44.712460700000001
396,Pt-1397,605348.041119999950752,4956166.819310000166297,OverSamp,44.751135689999998,44.751135689999998
397,Pt-1398,556274.268022999982350,4937379.413970000110567,OverSamp,44.587558229999999,44.587558229999999
398,Pt-1399,556964.635805999976583,4906622.020729999989271,OverSamp,44.310622940000002,44.310622940000002
399,Pt-1400,487105.029220000025816,4918773.735740000382066,OverSamp,44.422142129999997,44.422142129999997
400,Pt-1401,633346.184737000032328,4994311.369079999625683,OverSamp,45.089696879999998,45.089696879999998
401,Pt-1402,546660.686473999987356,4951108.540629999712110,OverSamp,44.711835430000001,44.711835430000001
402,Pt-1403,478879.048300999973435,4893957.242659999988973,OverSamp,44.198527869999999,44.198527869999999
403,Pt-1404,643482.625042999978177,4961341.564319999888539,OverSamp,44.791068230000000,44.791068230000000
404,Pt-1405,527274.273554999963380,4893116.063070000149310,OverSamp,44.190750569999999,44.190750569999999
405,Pt-1406,434458.499873999971896,4924135.451120000332594,OverSamp,44.467555210000000,44.467555210000000
406,Pt-1407,589868.865913999965414,4943490.780829999595881,OverSamp,44.639154560000001,44.639154560000001
407,Pt-1408,523237.737968000001274,4917783.956620000302792,OverSamp,44.412973250000000,44.412973250000000
408,Pt-1409,443770.838660000008531,4889439.112099999561906,OverSamp,44.155991780000001,44.155991780000001
409,Pt-1410,634317.217293999972753,4982414.501050000078976,OverSamp,44.982466610000003,44.982466610000003
410,Pt-1411,574746.828058999963105,4953869.192599999718368,OverSamp,44.734305290000002,44.734305290000002
411,Pt-1412,572406.656832000007853,4918107.144729999825358,OverSamp,44.412635129999998,44.412635129999998
412,Pt-1413,528144.188460999983363,4896809.163560000248253,OverSamp,44.223966560000001,44.223966560000001
413,Pt-1414,621549.366947000031359,4944365.473960000090301,OverSamp,44.642365120000001,44.642365120000001
414,Pt-1415,472766.596877000003587,4918204.916290000081062,OverSamp,44.416623760000000,44.416623760000000
415,Pt-1416,521475.198542000027373,4934319.805479999631643,OverSamp,44.561893939999997,44.561893939999997
416,Pt-1417,427750.824918000027537,4884774.214859999716282,OverSamp,44.112588860000002,44.112588860000002
417,Pt-1418,555969.765740999951959,4968580.510139999911189,OverSamp,44.868443990000003,44.868443990000003
418,Pt-1419,654941.455137999961153,4962150.433000000193715,OverSamp,44.795953460000000,44.795953460000000
419,Pt-1420,543080.688395999954082,4927126.371260000392795,OverSamp,44.496168550000000,44.496168550000000
420,Pt-1421,474900.693282999971416,4911561.596970000304282,OverSamp,44.356892680000001,44.356892680000001
421,Pt-1422,614685.501516000018455,4966251.176719999872148,OverSamp,44.840453089999997,44.840453089999997
422,Pt-1423,643244.664635999943130,4948490.515209999866784,OverSamp,44.675484089999998,44.675484089999998
423,Pt-1424,518050.145230000023730,4921653.322110000066459,OverSamp,44.447956130000001,44.447956130000001
424,Pt-1425,609445.681780999992043,4947088.694810000248253,OverSamp,44.668819780000000,44.668819780000000
425,Pt-1426,529251.076222999952734,4924205.079140000045300,OverSamp,44.470562250000000,44.470562250000000
426,Pt-1427,465843.231682999990880,4873090.729100000113249,OverSamp,44.010170729999999,44.010170729999999
427,Pt-1428,600886.498071999987587,4943966.514369999989867,OverSamp,44.641973620000002,44.641973620000002
428,Pt-1429,584397.556633000029251,4965276.009449999779463,OverSamp,44.835902240000003,44.835902240000003
429,Pt-1430,561710.321542000048794,4944029.376260000281036,OverSamp,44.646973619999997,44.646973619999997
430,Pt-1431,603692.335624999948777,4953272.162259999662638,OverSamp,44.725325640000001,44.725325640000001
431,Pt-1432,552713.788366999942809,4933702.271770000457764,OverSamp,44.554726199999998,44.554726199999998
432,Pt-1433,565209.558593000052497,4909203.097070000134408,OverSamp,44.333164850000003,44.333164850000003
433,Pt-1434,499914.224817999987863,4917165.923390000127256,OverSamp,44.407782099999999,44.407782099999999
434,Pt-1435,576948.424357000039890,5001460.089350000023842,OverSamp,45.162423580000002,45.162423580000002
435,Pt-1436,544611.152224999968894,4956523.615919999778271,OverSamp,44.760711970000003,44.760711970000003
436,Pt-1437,480811.165295000013430,4883414.234070000238717,OverSamp,44.103660529999999,44.103660529999999
437,Pt-1438,613424.598879999946803,4952245.370109999552369,OverSamp,44.714610020000002,44.714610020000002
438,Pt-1439,595933.692334000021219,4960106.796129999682307,OverSamp,44.787920530000001,44.787920530000001
439,Pt-1440,537815.127907000016421,4936542.893930000253022,OverSamp,44.581234350000003,44.581234350000003
440,Pt-1441,590421.360461000003852,4937467.191100000403821,OverSamp,44.584868360000002,44.584868360000002
441,Pt-1442,527033.038923999993131,4918287.278599999845028,OverSamp,44.417372749999998,44.417372749999998
442,Pt-1443,431987.083541999978479,4893459.617239999584854,OverSamp,44.191183320000000,44.191183320000000
443,Pt-1444,635543.794563999981619,4970190.257950000464916,OverSamp,44.872239870000001,44.872239870000001
444,Pt-1445,579213.801495000021532,4968112.679689999669790,OverSamp,44.862028819999999,44.862028819999999
445,Pt-1446,569264.172470999998040,4930380.878519999794662,OverSamp,44.523427359999999,44.523427359999999
446,Pt-1447,526420.739419999998063,4911454.779799999669194,OverSamp,44.355884099999997,44.355884099999997
447,Pt-1448,473680.202317000017501,4930135.800599999725819,OverSamp,44.524066710000000,44.524066710000000
448,Pt-1449,621234.030218999949284,4992322.244319999590516,OverSamp,45.073977450000001,45.073977450000001
449,Pt-1450,580193.671239000046626,4936351.182660000398755,OverSamp,44.576035179999998,44.576035179999998
450,Pt-1451,557216.663846999988891,4949895.555479999631643,OverSamp,44.700151419999997,44.700151419999997
451,Pt-1452,530193.142977999988943,4924908.080430000089109,OverSamp,44.476852309999998,44.476852309999998
452,Pt-1453,491585.591025999980047,4880319.909769999794662,OverSamp,44.076004429999998,44.076004429999998
453,Pt-1454,648463.340949999983422,4957393.249979999847710,OverSamp,44.754526220000002,44.754526220000002
454,Pt-1455,626031.242610999965109,4982124.766370000317693,OverSamp,44.981378739999997,44.981378739999997
455,Pt-1456,540980.958772000041790,4923452.039850000292063,OverSamp,44.463213039999999,44.463213039999999
456,Pt-1457,478546.351886000018567,4905671.928620000369847,OverSamp,44.303985630000000,44.303985630000000
457,Pt-1458,648578.722789000021294,4994002.527549999766052,OverSamp,45.083882840000001,45.083882840000001
458,Pt-1459,637363.853454999974929,4948471.326209999620914,OverSamp,44.676461289999999,44.676461289999999
459,Pt-1460,510690.236390999983996,4929955.486159999854863,OverSamp,44.522844409999998,44.522844409999998
460,Pt-1461,627999.062630999949761,4999280.734330000355840,OverSamp,45.135399630000002,45.135399630000002
461,Pt-1462,561458.886914000031538,4963111.037960000336170,OverSamp,44.818759180000001,44.818759180000001
462,Pt-1463,449379.090082000009716,4884877.379119999706745,OverSamp,44.115333810000003,44.115333810000003
463,Pt-1464,596051.803476999979466,4947086.050660000182688,OverSamp,44.670713599999999,44.670713599999999
464,Pt-1465,585070.444676000042818,4955662.249189999885857,OverSamp,44.749292079999996,44.749292079999996
465,Pt-1466,557854.352610999951139,4940645.342000000178814,OverSamp,44.616832260000002,44.616832260000002
466,Pt-1467,469561.648126000014599,4897651.473469999618828,OverSamp,44.231457630000001,44.231457630000001
467,Pt-1468,460636.257949999999255,4943261.313350000418723,OverSamp,44.641631910000001,44.641631910000001
468,Pt-1469,561446.428108999971300,4900851.864819999784231,OverSamp,44.258313399999999,44.258313399999999
469,Pt-1470,472124.494934000016656,4966162.888700000010431,OverSamp,44.848333259999997,44.848333259999997
470,Pt-1471,591442.749673999962397,4986839.115550000220537,OverSamp,45.029106210000002,45.029106210000002
471,Pt-1472,525944.960155999986455,4964000.448719999752939,OverSamp,44.828939740000003,44.828939740000003
472,Pt-1473,474579.640216000028886,4883929.809930000454187,OverSamp,44.108112439999999,44.108112439999999
473,Pt-1474,619671.399116000044160,4955492.143840000033379,OverSamp,44.742812450000002,44.742812450000002
474,Pt-1475,594257.640706000034697,4960844.689430000260472,OverSamp,44.794784800000002,44.794784800000002
475,Pt-1476,524544.593506000004709,4946276.191709999926388,OverSamp,44.669432110000002,44.669432110000002
476,Pt-1477,421574.500010000017937,4857172.392239999957383,OverSamp,43.863475340000001,43.863475340000001
477,Pt-1478,545300.025589999975637,4974489.597989999689162,OverSamp,44.922393540000002,44.922393540000002
478,Pt-1479,653274.211674000020139,4973686.897330000065267,OverSamp,44.900106590000000,44.900106590000000
479,Pt-1480,548156.260220000054687,4922758.591319999657571,OverSamp,44.456527970000003,44.456527970000003
480,Pt-1481,590042.693955000024289,4969651.276759999804199,OverSamp,44.874591230000000,44.874591230000000
481,Pt-1482,573827.381782999960706,4923006.324230000376701,OverSamp,44.456592309999998,44.456592309999998
482,Pt-1483,527227.321040999959223,4905036.922729999758303,OverSamp,44.298075390000001,44.298075390000001
483,Pt-1484,497654.142951000016183,4940167.124739999882877,OverSamp,44.614851199999997,44.614851199999997
484,Pt-1485,581932.537894999957643,4935121.188810000196099,OverSamp,44.564768049999998,44.564768049999998
485,Pt-1486,534450.939993000007235,4924476.646130000241101,OverSamp,44.472777819999997,44.472777819999997
486,Pt-1487,494538.454991000005975,4880071.810010000132024,OverSamp,44.073798660000001,44.073798660000001
487,Pt-1488,627373.877625999972224,4979049.150000000372529,OverSamp,44.953463530000001,44.953463530000001
488,Pt-1489,483449.766326999990270,4910222.648780000396073,OverSamp,44.345083680000002,44.345083680000002
489,Pt-1490,600359.840317999944091,4969409.787170000374317,OverSamp,44.871039500000002,44.871039500000002
490,Pt-1491,647474.050292000058107,4995174.965069999918342,OverSamp,45.094662339999999,45.094662339999999
491,Pt-1492,541240.828931999974884,4938361.915699999779463,OverSamp,44.597421439999998,44.597421439999998
492,Pt-1493,580143.475218000006862,4924272.320940000005066,OverSamp,44.467315470000003,44.467315470000003
493,Pt-1494,503201.465558999974746,4930350.312280000187457,OverSamp,44.526471020000002,44.526471020000002
494,Pt-1495,612715.920273000025190,5005473.923440000042319,OverSamp,45.193735980000000,45.193735980000000
495,Pt-1496,572533.270714999991469,4964660.939480000175536,OverSamp,44.831670709999997,44.831670709999997
496,Pt-1497,455383.138014999974985,4888918.200219999998808,OverSamp,44.152103629999999,44.152103629999999
497,Pt-1498,634645.037901000003330,5001028.908669999800622,OverSamp,45.149893329999998,45.149893329999998
498,Pt-1499,610687.515853999997489,4936366.016169999726117,OverSamp,44.572126789999999,44.572126789999999
499,Pt-1500,539339.300552999950014,4948985.385549999773502,OverSamp,44.693162010000002,44.693162010000002
500,Pt-1501,586187.691804999951273,4956475.228910000063479,OverSamp,44.756475780000002,44.756475780000002
501,Pt-1502,556732.070748000056483,4936144.720739999786019,OverSamp,44.576407719999999,44.576407719999999
502,Pt-1503,508848.837824999995064,4882864.154020000249147,OverSamp,44.098906049999997,44.098906049999997
503,Pt-1504,456871.700470999989193,4943563.298329999670386,OverSamp,44.644134250000000,44.644134250000000
504,Pt-1505,587545.518700000015087,4940493.282169999554753,OverSamp,44.612461410000002,44.612461410000002
505,Pt-1506,526965.009022000012919,4915803.624040000140667,OverSamp,44.395015669999999,44.395015669999999
506,Pt-1507,459403.423530999978539,4897121.253429999575019,OverSamp,44.226188980000003,44.226188980000003
507,Pt-1508,631050.428539999993518,4978986.717989999800920,OverSamp,44.952233300000003,44.952233300000003
508,Pt-1509,469708.779480000026524,4885506.124920000322163,OverSamp,44.122118790000002,44.122118790000002
509,Pt-1510,624894.604627000051551,4964985.050099999643862,OverSamp,44.827345450000003,44.827345450000003
510,Pt-1511,605386.455806000041775,4957959.294700000435114,OverSamp,44.767262090000003,44.767262090000003
511,Pt-1512,523772.745241999975406,4944037.757419999688864,OverSamp,44.649306940000002,44.649306940000002
512,Pt-1513,418661.525596000021324,4881298.360999999567866,OverSamp,44.080345430000001,44.080345430000001
513,Pt-1514,552953.237715999945067,4971766.701019999571145,OverSamp,44.897354989999997,44.897354989999997
514,Pt-1515,652274.287318999995477,4963852.710810000076890,OverSamp,44.811842419999998,44.811842419999998
515,Pt-1516,550556.492472999962047,4927688.627009999938309,OverSamp,44.500745260000002,44.500745260000002
516,Pt-1517,488405.140988999977708,4901857.923229999840260,OverSamp,44.269872200000002,44.269872200000002
517,Pt-1518,628479.939519000006840,4953469.503870000131428,OverSamp,44.723084600000000,44.723084600000000
518,Pt-1519,521977.217493999982253,4910468.707489999942482,OverSamp,44.347154860000003,44.347154860000003
519,Pt-1520,496707.670831000024918,4933362.078490000218153,OverSamp,44.553584499999999,44.553584499999999
520,Pt-1521,596788.138456000015140,4939051.364629999734461,OverSamp,44.598298790000001,44.598298790000001
521,Pt-1522,527662.374849000014365,4928719.104489999823272,OverSamp,44.511262629999997,44.511262629999997
522,Pt-1523,491449.251164000015706,4894194.220680000260472,OverSamp,44.200917089999997,44.200917089999997
523,Pt-1524,636706.371619999990799,4963252.783630000427365,OverSamp,44.809593929999998,44.809593929999998
524,Pt-1525,610525.274334999965504,4953548.697759999893606,OverSamp,44.726792639999999,44.726792639999999
525,Pt-1526,543764.214309999952093,4935805.746050000190735,OverSamp,44.574261300000003,44.574261300000003
526,Pt-1527,552810.225597999989986,4901199.846459999680519,OverSamp,44.262123879999997,44.262123879999997
527,Pt-1528,490690.131663999985904,4924710.186580000445247,OverSamp,44.475641690000003,44.475641690000003
528,Pt-1529,640880.704197000013664,4993639.531990000046790,OverSamp,45.082191620000003,45.082191620000003
529,Pt-1530,547563.659936000010930,4954239.087460000067949,OverSamp,44.739956829999997,44.739956829999997
530,Pt-1531,588036.599474000046030,4961068.507950000464916,OverSamp,44.797592850000001,44.797592850000001
531,Pt-1532,550196.131214999943040,4921497.675839999690652,OverSamp,44.445038140000001,44.445038140000001
532,Pt-1533,622567.345627999980934,4997067.793770000338554,OverSamp,45.116450350000001,45.116450350000001
533,Pt-1534,570530.720087000052445,4952161.897690000012517,OverSamp,44.719365179999997,44.719365179999997
534,Pt-1535,469734.362220000009984,4901363.505950000137091,OverSamp,44.264883949999998,44.264883949999998
535,Pt-1536,434974.824566000024788,4951881.052620000205934,OverSamp,44.717358050000001,44.717358050000001
536,Pt-1537,421564.557122000027448,4868834.756359999999404,OverSamp,43.968462750000000,43.968462750000000
537,Pt-1538,572761.134878000011668,4970831.939460000023246,OverSamp,44.887192589999998,44.887192589999998
538,Pt-1539,589496.176707000005990,4945995.958320000208914,OverSamp,44.661749510000000,44.661749510000000
539,Pt-1540,503714.477030000009108,4941760.508919999934733,OverSamp,44.629189910000001,44.629189910000001
540,Pt-1541,456650.229119000025094,4905887.295219999738038,OverSamp,44.304948320000001,44.304948320000001
541,Pt-1542,643486.052993000019342,4984520.348460000008345,OverSamp,44.999619989999999,44.999619989999999
542,Pt-1543,485094.013748999976087,4896251.753060000017285,OverSamp,44.219339130000002,44.219339130000002
543,Pt-1544,619888.666525000007823,4953985.247080000117421,OverSamp,44.729215230000001,44.729215230000001
544,Pt-1545,577050.061843000003137,4950425.403450000099838,OverSamp,44.703063360000002,44.703063360000002
545,Pt-1546,572515.471329999971204,4930989.017939999699593,OverSamp,44.528582010000001,44.528582010000001
546,Pt-1547,619119.934277000022121,4945812.729389999993145,OverSamp,44.655796479999999,44.655796479999999
547,Pt-1548,518245.322458999988157,4927080.627089999616146,OverSamp,44.496811569999998,44.496811569999998
548,Pt-1549,600861.746719000046141,4948474.534839999862015,OverSamp,44.682550360000000,44.682550360000000
549,Pt-1550,434365.972734000009950,4985301.357750000432134,OverSamp,45.018124999999998,45.018124999999998
